content,polarity
@LauraSeoSM: Ultima hora: Le han pegado unos velcros a los laterales de la Copa y le han dado unos guantecitos a  Sergio Ramos . Que quee ja,N
@SilviaVazquez  @GarethBale11  venga jajajaja vamos k ya tardamos,NEU
Ramos  te mereces ganar la final pero no vuelvas a romper la copa!!!!!!!,P
"""Se antojaba como el  partido  de """"los refuerzos"""". Bale  se asomó y fue letal.  Neymar  fantasmal. El  Madrid  fue más sin  CR 7 que  Barça  sin  Messi .TC""",NEU
@andrea_stw si y jugo de ahuevo  #HalaMadrid,P
REAL MADRID  campeon de la  copa del rey   #halamadrid !,P
"@Dani_SeJa @Jose15Reyes No me estoy quejando de  Barta , simple que la defensa a sido una mierda,y si de  Pinto  si, no me ha gustado nada.",P
Bueno me declaró Don Imbécil por haber llegado a dudar de  Bale .,P
"@Nff99 4 pelotazos, ya claro, la carrera de  Bale , los caños de  di maria , claro Natalia.  HALA  MADRID !",P
"@FCBarcelona_es  sigan con esa  directiva  de mierda, con ese futbol mediocre, con esa ideologia absurda, no son el  barca  que todos le vamos",P
Bno y cual es la excusa  @FCBarcelona_es,N
"Para esto hemos fichado a  Bale  para k la ausencia del  Bicho  no se note, que grande eres  Bale",P
"Eeh los  madridistas  nos merecemos la enhorabuena no?, los primeros en conseguir titulo esta temporada!  Sisisi!",NEU
"@franquitorusso Es un bigote ese, crack  Bale . Ah y decile que su  Manchester City  pecheo, empató 2 a 2 y se despide de la Premier.",P
"Repito ¿ha dicho  Casillas : Enhorabuena tambien al  Barça  por lo que han hecho hoy, una pena pero bueno?",P
Asi si se acaba bien la noche... El  Madrid  ganando al  Barsa  la  Copa del Rey   #HalaMadrid    #FinalCopaRelRey,P
"El césped de Mestalla estaba molt alt   Xavi Hernández , jugador del  Barça , acaba de perder la  Copa del Rey .",N
"@martinpitillas7 nunca admite las derrotas, ejemplo el otro dia contra tu  Atleti . Escucha a  Casillas . Otro rollo.",NEU
"Solo decir que es verdad, en  madrid  no ha sentado bien el fichaje de  Neymar  por el  Barsa .   #FinalCopaRelRey  #enhorabuenacampeones",P
#FinalCopaRelRey #FinalCopa   no le dejáis a  ramos  la copa que fijo que la tira a las ruedas del autocar.,NEU
"Seamos honestos el  Barca  perdió todo este año cuando  Valdes  se lesionó, no digo que hubiera ganado todo pero no es lo mismo",N
"Y en serio, lo de  Messi  sin correr ni implicarse ya es de traca. Si fuera del  Barsa  estaría muy mosqueao",N
"""Justo y Merecido que quiten a ese Director Tecnico """" Tata """" .l. Sos una basura""",N
"Total y merecida victoria  merengue , se acaba una era  blaugrana ?  #HALAMADRID .",P
"ahora denle la copa a  ramos  para que la tire, pq ese titulo vale madres",N
@OPonche de acuerdo contigo. Toca renovación profunda.. Al  Tata  le quedó grande el equipo. Se anota que no puede con el vestuario.,N
"Vaya añito  Barça  hijo, vaya añito.",N
Otro título para hacer mas grande al  REAL MADRID  una copa mas que levanta  Casillas,P
"Pesimo ataque destrozado por la defensa del  RM ,  partidazo  de  iniesta ,  messi  e  neymar  perdidos y un  pinto  en medio de las patas.",P
@Zheting pensaba que Seria el  partido   Messi  quería decir.. Que decepción,NEU
Por favor  @aarbeloa17  cuando  @SergioRamos  coja la copa exale superglu #prometemelo,NEU
@sofi_hd NO LO CREO.... ajjajajajaj a  neymar  no lo tocas...,NEU
Pero los del  Barça  por qué esas caras ? Si os vais con una medalla y unas palmaditas en la espalda hombre...,N
Duelo de suplentes ganado por el mejor del mundo!  Iker  siendo banca es el mejor del mundo!  Pinto  de Mierda jajajajaja!,P
Y  Messi ? el niño no le deja dormir no?,N
el pique de  Gareth Bale  que le da el título al  RM  me hace recordar al gol del  Beto Carranza  cuando salimos campeones en el apertura del 2000,P
yo solo quiero ver la foto de  casillas  levantando el trofeo :3,P
"Se acaba una época, al  tata  le queda grande el banquillo del  Barcelona .",N
@GarethBale11  enorbuena por la victoria al barsa en la  final de la copa del rey  y por tu golazo y mucha suerte para  la liga  eres el mejor,P
Que triste es que celebrando y andan pendiente de  Messi  y  neymar !,NEU
"@9SarS9 Si hubiera sido, en vez de  Gareth ,  Neymar  o  Suarez , fácil se tiraba.",P
"Pero haber, el  barça  no ha jugado muy bien, solo al final, y tampoco ha consegido mucho Y ya esta.",N
Era el momento para que  ramos  dijese que prometia no romper hoy la copa jajaja,N
Papá no llores ya sabias que el  Barcelona  era un equipo mediocre. ?,N
"Tenemos al mejor jugador del mundo  Cristiano Ronaldo  y encima también al segundo mejor jugador del mundo,  GARETH BALE  !!!!!!",P
Messi  jugo?? O.o recien lo veo,N
Hay rumores que dicen que el  Real Madrid  no dejará tocar la Copa a  Sergio Ramos  por precaución,NEU
@tikitakatv  protagonista  bale  titular: una bal@ paso por mestalla,P
Casillas  debería llevarse el palo izquierdo de la portería a su casa,N
Una temporada de olvido para el  Barcelona .,N
"@_WilliaamG: Hablen toda la monda que quieran, que pa mi el  barcelona  es mejor.SI SEÑOR, EL QUE ES Y NUNCA DEJARÁ DE SER!",P
"@realmadrid  como no  t voy a querer , como no  t voy a querer , como no  t voy  a querer   R. Madrid  oe http://t.co/gWS73TjGg4",P
Lo que más me mola es ver al  Barça  con medallas de plata y de la bandera de España.,P
El  Madrid  tiene un  físico increíble  y cree en sus posibilidades con lo justo. Al  Barça  le falla el acierto y  figuras de millones de euros !,P
Y sin  Cristiano ....  Campeones   @realmadrid  ???  #HalaMadrid,N
"Sabe bien la  copa del Rey , pero no nos olvidemos q hay q pelear x la  champions  y felicitar al  Atleti  x la  liga . El  barsa  un año vacio.",P
"9 letras ,2 palabras, un sentimiento, HALA  MADRID !!!",P
Partidazo  de un  REAL  que hoy mas que nunca si  a sido un equipo !!!HALA  MADRID !!,P
La  copa del rey  se  la suda a todos los equipos  hasta las  semifinales . Eso es así.,N
"Bien bien  real , chau  tata .. dedicate a otra cosa.",P
Hala  Madrid !! Menos mal Qe por fin  no han robado el  partido (Grande  Messi ) @HalaMadrid,P
Montoya  que te dejas el platito illo!!!!!,N
@soycarlosgz28  @GarethBale11   @CasillasWorld   @Cristiano  Esta  bien ganado  mae... El palo al final me dejo caca en el boxer y  pinto  lagrimas,P
"@realmadrid  ¡Gracias jugador  real madrid !, gracias a la  lucha . Somos campeones nunca dejaremos de apoyo   @HalaMadridPorSiempre  @Campeone",P
"A si que el  Madrid  no es solo  Cristiano  ,  Cristiano  y  Cristiano .",P
He ganado una  porra !!! HALA  MADRID !!! http://t.co/pIxWqZ4MjV,P
"Creo que el  Real Madrid  es  campeón , jajaja",P
Recemos para que  Ramos  no rompa la copa otra vez..,N
Gracias fenómeno !! grande  GARETH BALE  !!  Campeones de la  Copa del Rey  ? @ FENOMENO !! http://t.co/OnbAM0lmAr,P
Lo unico que ganara este año el  Barcelona  sera la  medalla de perdedor  jejejejejejeje.,N
Copa del rey  para un  equipo español,P
Real Madrid  Campeón de la  Copa del Rey !,P
El  Real Madrid  gana la  Copa del Rey  #Enhorabuena  campeones,P
Aguas  madridistas  no le vayan a dar la copa a  Sergio Ramos  si no otra copa se va a hecha debajo del bus jajajaj,P
I el  Barça  completa el triplet... #tanquemlaparadeta,N
Por fin  Bale  callando bocas.. a chuparla de canfo,P
Solo pido q por favor no le deis la copa a  Ramos  no vaya a ser ??,N
No Pasa res este any el  Barça  li ha guañat 2 Voltes al  madrid  el  Madrid  una asoles FORÇA  BARÇA  TEQUIEROOOO,P
Lo dije ayer hoy ganaban porque yo cumplo año... ¡ Real Madrid  Campeon!,P
CR7  no juega porque esta lesionado.Y ha hecho mas que  Messi .,P
Ganes o pierdes siempre contigo . Te quiero  Barça en las buenas y en las malas . ???,P
Campeón el  Real Madrid !! Sin  @Cristiano  pero con un  @GarethBale11   @Baleque  empieza a pagar sus  100 mill€ !!  @HalaMadrid !,P
Domingo de  ramos  reina de los  ángeles  http://t.co/NpW7eNCZ3E,N
En conclusión!  Nos la pelan ! ?  @HalaMadrid,P
"@Aiitor24 Plantas un argumento estúpido para no aceptar que el  Barcelona  la ha cagado  desde el minuto 1 al 93 . No tienes mucha idea, no xD",N
Dani Alves  se a portao como un verdadero payaso cuando a ido  Ramos  a levantarlo.. cuando la tirao la pelota a la cara a  Modric  etc PAYASO!!!,N
"@Jaiiro_SanchezB pues como se la vuelvan a dar a  ramos  la copaa, poco os va a durar jajajajaaj",N
@Anita290199 @yolandag_  mesi  nama q  marca en penaltis  el joio y  neymar  mejo q haga na q lo q ha echo q nama acia cagarla,N
@AlexBetancurt08 Y con  messi  a favor,P
"Miraré la rua del  Madrid , a veure si en  Ramos  m'alegra el dia...#frac1",P
"@DaniSalva1996: ¡ Casillas  es un ejemplo de señor, jugador y el PUTO AMO!",P
Los amooooo los amooo  @realmadrid   @HalaMadrid,P
Ojala  Sergio Ramos  no bote la copa de nuevo *ROTFL* jajajajajajajajajajajajajaja,N
Yo he sido de la opinión que el  Madrid  no necesita a  Ronaldo  para ganarle al  Barça  sólo a  di María  y hoy lo pude corroborar,P
El  @RealMadrid   espectador de lujo  del réquiem del esta  Barça  en Valencia ???,P
''Hoy puede ser un gran día para el  madridismo . Hoy la  casa blanca  puede finalizar un ciclo  culé .'' Va por tí @JeseRodriguez10,P
Los km que lleva  messi  en.sus botas es increíble... Creo que esta haciendo más ahora que en el  partido . #quetriste,P
"El  Bale  cago todo, pero estamos claras que  esta mas bueno que comer pollo con los dedos .",N
"per la gran merda de  partit  que ha fet, llegeixo pocs pals a  Messi .",N
Pepe  es inmortal,P
"Toma pedazos goles del  @realmadrid  ,hemos ganado la  copa del rey  http://t.co/qfBZCBoP0j",P
Mi  Madrid  me deja sin palabras.. Gracias  chavales !!..  Cristianó Ronaldo  hizo más que  Messi ..,P
Dale  Barca !!!  Siempre con vos !!! :')   @Cule   @ViscaBarca,P
Sólo se gana  partidos  importantes y hoy se ganó la final de la  Copa del rey   @halamadrid,P
"#Lavozdegalicia ? La final de la  Copa del Rey,  en directo: La  derrota  en Mestalla dejaría tocado de muerte al ... http://t.co/kNAef8dDQW",NEU
"Sinceramente, indignante lo de  Messi . Ya puedes ganar el  mundial .",N
"Saludos a @LupoEnrique que seguro  grabó en HD  este  partido  porque tiene  DirecTV , para ver al  Barcelona . cc @chalecinho @caranmago",P
"Termina el  encuentro  de la Gran Final de la  Copa del Rey ,  Real Madrid  vence 2-1 al  Barcelona  y se corona campeón.... http://t.co/2DSQwm9YyD",NEU
@Aoritano Por la verga!!!  @HalaMadrid,P
"Me alegro mucho por  Bale , el ha metido el  decisivo  para ganarla. Y la carita que ha puesto al acabar el  partido .",P
"Ala, a lloriquear a vuestra casa. Nosotros a la nuestra con nuestro merecido,  la copa de nuestro rey .  @HalaMadrid   @VivaEspaña",P
"Que digan lo que quiera del  Barcelona , eso no me hará menos  hincha .",P
"A que juega el  barça ? A si mal vamos.. si no tiran a puerta como quieren ganar? En fin gano el que lo merecio, enhorabuena al  @RealMadrid  !",N
PEPE  fue una muralla abajo!,P
Titulo dedicado al cantamañanas de  radiomarca  que va de imparcial  y es mas  cule  q  guardiola  y dijo q era favorito el  barsa . Axel no se que.,N
Enhorabuena a todos los  madridistas   victoria merecida,P
Por favor no le den la copa a  Sergio Ramos ... xD,N
Oleee mi  Real Madrid  que grandes somos  @halamadrid   @FinalCopaDelRey,P
"Neymar  a jugado bien también, pero el palo no le ha dejado marcar",P
"@Rociio117 jajajaja q a mi si q me gusta el furbo pasa q ninguno d esos 2 es mi equipo pero bueno, yo tengo 1 lado  madridista ! Jaja Te Amo??",P
"@Crocker_Jose No lo es pero ve con que jugadores estaba el  Barcelona ,   pinto  es un  portero  que se come todo y ese  Barcelona  esta deshecho",N
"Sigo pensando porque  gentuza  como esta juega la  copa del rey   sin respetar nuestro país ,  pitando  nuestro himno y luego juegan en la seleccion",N
"Aaaaaaayyy  Real Madrid  de mi vida! Como no te voy a querer, como no te voy a querer.... @orgullomadridista   @Realmadrid  http://t.co/mWFG1m6YMG",P
@HalaMadrid  sos el mejor,P
Gracias  Bale  se lo debías al  madridismoo  wuueeeeeehhh campeones  @FinalCopaDelRey   @HalaMadrid,P
Ahora es cuando  ramos  coge la copa y....,N
Felicidades  @realmadrid  en su victoria de la  Copa del Rey  :D,P
@gisellecesin:  Alves  le tira un pelotazo a  Modric  en la cara!! Valors???//Se vaciaron por tanto vómito de  Messi . http://t.co/bdLD07hEZT,N
"""@Luvbrains me encanta porque la camiseta del tío te contesta. """"Enhorabuena,  hijos de puta ."""" """" BALE  xDxDxD""""""",N
No le deis la Copa a  ramos,N
"Cuando el  Madrid  gane al  Barsa  esta temporada me pegas un toque @MagroJon14 ,  cule , picao' ahora mismo http://t.co/A7CaSySX8x",P
"Ahora los  culés  empezarán con el cachondeito de  Ramos  y la copa, por lo menos él tiene una copa que romper",N
Peruanos  hinchas  del  Real Madrid ... burlándose de peruanos  hinchas  del  Barca ... oe... tan poseros pueden ser?,N
Nooooooooooooooo.  Sergio Ramos  quiere sacar la vaquilla al campo......,N
Ha jugado  Messi  la  @FinalCopa ? o se ha quedado limpiando los balones de oro??,N
"Menos mal que el  Madrid  sin  Cristiano  perdía, menos mal.",NEU
Vivimos Por ti  ! VENCISTE POR NOSOTROS ! Cuanto  te amo   @RealMadrid . *--*  Bale  es eterno,P
Vaya palizon kelea pegado el  madrid  al  barça  y bele corre como un misi,P
"Partidazo de  Carvajal  hoy, que grande es",P
"Venga  barcelona  aun queda la  liga  y la  champions ..ah no, que os eliminaron xdxdxdxd",NEU
Enhorabuena a los  madrileños  y otra vez sera a los  barcelonistas ..  Barcelona -1- madrid -2 final  copa del rey,P
"""Que se retire el  """"Tata"""" Martino , le queda demasiado grande el < FútbolClubBarcelona3 .""",N
@Marianavabaez que ha pasado cariño?  @HalaMadrid   @FinalCopaDelRey,P
Orgulloso de ser  Madridista  siempre hasta la muerteee... campeonesssss y los  catalanes  iros a dormir q mañana vienen ls reyes... tata ! Jaja,P
Que golaso el de  Bale   @HalaMadrid  #Saprissa Ü no tengo la imagen para identificarme mejor campeones  los merengues,P
Ramos  está pensando en celebrarlo de tranquis y se va a liar. Y lo sabe.,P
REAL MADRID  ???? CAMPEONES  COPA DEL REY  ' ??? como no te voy a  QUERER la concha  ' si SOS lo Mejor Mi  MADRID,P
#DmArgeniis_x3  Ramos  trata de pegar una patada a  Alves  mientras se levanta ( Foto ):   … ? The po... http://t.co/lvsTwOW51d #DmArgeniis_x3,N
Campeones de la  copa del rey   @HalaMadridCopa2014,P
Amarilla a  Cristiano  por la lijada de  Bale  a  Bartra  en el gol.,N
Que cara la de  Pinto .,N
El  Tata Martino  es un  técnico  de puta madre pero pareciera que le pesan las  competicones .,P
Llorar con el mejor eqipo del mundo  @realmadrid,P
Madridistas  astengande de dejarle este año la copa a  sergio ramos  q ya sabemos lo q la quiere ?????,NEU
Ramos  tira la copa que nos sobraaaaaaaaan,P
Muy buena  final  por parte de los dos equipos pero al final gana quien mas lo merece.  @HalaMadrid   @realmadrid  #Campeones,P
Oeeeeeeeee oeeeeeeeee oeeeeeeeee Hala  Madrid !!!!!!! Esto si que es un pedazo  equipo !!! :),P
"En el FIFA 15 tengo en el  Barça  a  Agüero ,  Reus ,  David Luiz ,  Yisus Crown  y voy en primer lugar con todos los  partidos  ganados, puta realidad.",NEU
Se terminó: el  Real Madrid  es el campeón de la  Copa del Rey  http://t.co/4itZzugLWY...: Se terminó: el  Real Madrid ... http://t.co/ucDf1Ce0MD,P
Merecida  copa  para el  Madrid ! Hubiera reflejado más la realidad el 2-0 y la imbatibilidad de  casillas !,P
Esta claro que  casillas  es el mejor  portero  del mundo,P
Oli no puede ser más hermosa! Lo que debe ser para  Pepe !!! =),NEU
El año pasado la  copa del rey  era un trofeo menor y este año el mejor del mundo,N
Y  Messi ? No hiso absolutamente nada en este  partido .pero NADA,N
@JaimeBenitez08 tu colega  bale  me la come jajajajaaj pasoo jajajajaja,N
"Ahora dejarle la copa a  Ramos  jajaj,que os la deje bonita bonita",N
"@FinalCopa  oe oe oe oe... Ganar la  @copadelrey  bien, xo ganarla contra el  barsa .... Da más gustito....Jijijiji oe oe oe oe",NEU
"Pueden criticar el precio de su traspaso, pero jamas podrán criticar su clase. Grande  Bale !",P
Este no es el  Barça  que solia ver:( Ni pedo!,N
Ahora los  hinchas  hablando caca del  barça,NEU
"@CiudadBizarra: Sin  Cristiano  el  Madrid  jugó de maravilla, con  Messi  el  Barcelona  jugó de pesadilla.",N
Cristiano  con la gorra derrochando swag ??????,N
Por  partidos  como el de hoy es que cada vez  te amo más   @realmadrid   @HalaMadrid,P
Grande  Bale  es TT!!! Se lo merece. El  Madrid  se salvo de la bala q es  Neymar,P
"No lloreis  catalanes  si esta  copa  no la quereis, que es del rey y no sois españoles, aún os queda la  Champions ...Ah no, perdón!!",N
@neymarjr  q mal  fichaje ... Tanto se pelearon ese  jugador  para nada,N
@AdrianaTriple:  Messi  estaba jugando? JAJAJAJAJ yo no lo vi xd,N
"@FutbolTinoco Hoy  Messi  se ha Movido menos que cuando yo  Arbitro ,buen planteamiento de  Ancelotti  y Campeon de  Copa . @Ale_qa86",N
Apreciados  @realmadrid  levanten bien la  copa del Rey  porque la de la  @ChampionsLeague  la va a levantar el  @FCBayern,P
Esta claro que el  REAL MADRID  es el MEJOR !  @HalaMadrid,P
"Bueno,  Cesc Fábregas  es lo más lindo que tiene  Barcelona  ?",P
Video  |  Real Madrid  con la ventaja en la segunda parte:  Real Madrid  gana 2-1 en el segundo tiempo ÚN.-  Barcelo ... http://t.co/Wph6SG8BUH,NEU
"Ramos , no toques la copa que nos la tiras ehh #grandisimo",N
"Marc Bartra  rompe la imbatibilidad de  Casillas  en  Copa del Rey :  Marc Bartra  , duda hasta... http://t.co/ui2vooQEiX en @mundodeportivo",P
Odio a  Ramos  de  merengue . Pero lo veo con la bandera de España y Andalucia y se convierte en mi  jugador favorito .,NEU
Si ganara el  Barça  la  copa del rey  saldrían con la  bandera catalana ?,P
Y por esto es un  Orgullo  ser del  Real Madrid   @ORGULLOBLANCO,P
Partidito con los borrachos estos :) HALA  MADRID !!!!!!! http://t.co/2cR4N8cRtZ,P
A veces nos quejamos de  Diego Lopez  pero si este fuera  Pinto ...,P
La  Copa del Rey  será levantada con ilusión!!!!!,P
"""Así gana el  Madrid ! Grandes! Hala  Madrid  siempre!! http://t.co/QZ5T6WOB2K""""""",P
¡HALA  MADRID !  @realmadrid  ¡Campeones de la  copa del rey !,P
"@memo_schutz  Bale  desquitó su compra,  Neymar  no. Cuantos millones.",P
"""Cuando decía  @Mascherano  """"No nos maten todavía..."""" Lo podemos hacer ya??  Culerdos !!!""",N
Si es que no se puede hablar  @HalaMadrid .,P
@MarianoG14 hay que ponerle las velas grande  @Bale,P
"Sin  liga , sin  Champions , sin  Copa ... jajajajajajajajajajajajaja todavía les queda la farándula  @FCBarcelona _es",N
@fernimadridista no compares por favorr!!!! Que alegriaa joderrr!!!  @halamadrid,P
"""@Jodiendo_:  Bale  soy tuyo<3 JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA puta buena onda man :D""",P
"No se, yo siento que  cristiano  hizo mas en las gradas que  messi  adentro :$",P
No podía ser de otra forma un  @realmadrid  campeón sin  @Cristiano  pero con un  @GarethBale11  y  Ángel Di María  brillando color blanco.,P
@fingolf que  messi  se borre no es culpa suya,P
Futbol Club Barcelona . Mas que un club.,P
@RealMadrid  ? campeón de la  Copa del Rey,P
"Xavi : pero hemos tenido la posesión, y tendremos que entrenar más como tirarnos para los próximos  partidos  que hoy no colaba.",N
"@Radok_ Me caes bien, pero permiteme decirte que esta noche, estás pesado con los  madridistas",NEU
Se merecía ganar el  @RealMadrid  eso es lo bueno de tener un  equipo  y no depender de un solo  jugador .  Bale  increíble.  @FinalCopaDelRey,P
Partido malo del  madrid  y horrible del  barça . Ahora si parece fin de ciclo  barça  y el  madrid  posibilidades minimas en  champions  a este nivel,N
El  Madrid  ha sido el mejor equipo de la  Copa  con solo 1 gol encajado. Totalmente merecido el título  @HalaMadrid,P
Clase de fútbol impartida hoy por el  @realmadrid  !!!,P
Va por ti tío. HALA  MADRID .,P
""" Andrés Iniesta : """"El que es  culé ,  quiere  al  Barça   cuando gana y cuando pierde """".""",NEU
Neymar  despreciando al rey no le da ni la mano esa es la clase de profesional que es el puto niñato ese de mierda,N
"No da para mas, Martino  se tiene que ir.Corta.",N
"Dios mío los  haters  de  Gareth Bale , no hay piedras suficientemente grandes para que se escondan",N
@Claustress_ eso porque no has visto  mi pique  con mis vecinos jajajaj,NEU
No sabeis  lo que jode  ver que  Puyol  no va a levantar mas copas como jugador,N
El  barcelona  los  ninis ... Ni la  champions  ni la  copa  ni NADAAAAA! CAMPEONES  MADRID .,N
"Si no es el hecho de ganar la  Copa , es más el ganarle al  Barça  y ver como lloran los  catalinos  en Mestalla.",P
""" Carvajal : """"Está claro que hoy había que correr y por suerte hemos podido ganar.""""""",P
Merecidísima la victoria del  Real Madrid   @YSoyCule !,P
"Hoy  lloro  cuando levanté la copa  Casillas ,ya veréis",P
Ahora los  culés  se callan la boca y se dedican a decir mierdas como el  barça  es  el mejor gane o pierda .,N
Que bello el  Real Madrid,P
Ahora lo que tiene que hacer  ramos  es no tirar la copa jajaja jajaj CAMPEONES! !!!!!,N
Ahora va  Ramos  y tira la copa,N
Que jefe es  Ramos .,P
"Aquest equip ha decidit que era hora de fer-se l'harakiri. El  Barça  ha estat un gran equip una colla d'anys, però tots els imperis cauen.",NEU
"""De los de  Bale  no """"Bale"""" o de los de se esconde en  partidos importantes ... TOMA!!  @HalaMadrid  #Campeonesoe""",P
Final de la  @CopaDelRey  mi  real madrid  Campeon grande  @Bale   @HalaMadrid,NEU
"¿ Bale  era caro?, ¿ Zidane  era caro?, ¿ Ronaldo  era caro? NINGÚN jugador que da títulos es caro.  Florentino Pérez  MVP",P
Madrid  campeón de  copa del rey ! Por encima del  barca  jaja hala  Madrid !,P
"@ElMejorCule  jajajajajajaja  Isco ? Os  follo  hoy, vaya recital",NEU
"Conclusión, me chupa un huevo la  Copa del Rey ,  Messi , la  selección , Sabella y cia. AGUANTE BOCAAAA!!! http://t.co/0ScfMLb5qx",N
Tomaaa hala  madrid  !!!  Messi  cabron saluda al campeon lo lo lo http://t.co/Ednq3gc3mU,P
"Enemigo en la contienda, Cuando pierde  da la mano  Sin  envidias  ni  rencores , Como bueno y fiel hermano  #HalaMadrid",P
"La  aficion Madridista  se queja de  Bale  por torpe, por pupas y por caro. ¿Ahora lo elogian? No entiendo a los  Madridistas .",NEU
A por la  COPA  DEL  REAL MADRID  HASTA EL FINAL,NEU
"El  Barça  necesita otra filosofía de juego ,sin correr es imposible ganar .",N
Ahora los  madridistas  no pueden celebrar nada porque salen los  cules  a prohibrle la celebración VENGAN A LAMERME LAS BOLAS PRIMERO!!!,NEU
Carvajal : 'Sabíamos que al margen del título nos iba a dar moral para lo que queda' http://t.co/3XHH2yyewY,P
quien decia que tacticamente  carleto  era malo?felicidades a todos los  madridistas  lo de  bale  increible,N
"Eso siiii, debería a ver metido  pinto  hombreeeeee,,,, es el puto amooo , debería a ver metido en el córner en el ultimo minuto",P
"#eb Los  fogonazos  de la  Copa  - El gol de  Di María , las zancadas de  Bale , los pases de  Isco , las diabluras de In... http://t.co/D1k7B64MQT",NEU
@FinalCopa  para  Pinto  por lo bien que le pasan los balones por debajo de las piernas,NEU
"Obvio ya salieron varios que en su vida han puesto algo del  Madrid , y hoy son más  madridistas  que  Raúl .",NEU
Fi duna gran etapa del  @Barcelona . La nova sha diniciar amb unes  eleccions  i una gran neteja del vestuari. Amb  @jmbartomeu  i  zubi  impossible,NEU
Simplemente gano el mejor el q realmente es español Grande Hala  MADRID ! !!,P
Real Madrid  triunfa y se alza con la  Copa del Rey  acrecentando la crisis del  Barcelona  http://t.co/bnbPcBHSYa,P
Si  messi  no hubiera estado tan flojo hubiera estado mas parejo este juego,N
"Humildemente hemos ganado, lo mejor el gol del triunfo, con la velocidad de  Bale ... Impresionante. Hala  Madrid   100% los amo .",P
1. Por fin  Ancelotti  ha aprendido y ha tocado algo bien.,P
""" @HoyEnLaCopaDelRey  fue campeón el  Real Madrid ! <3 #Campeones  @CopaDelRey    #HalaMadrid   Adios  Barcelona ! Un año sin titulos! Jajaja :D""",NEU
Real Madrid  venció 2 a 1 al  Barcelona  para coronarse como el campeón de la  Copa del Rey,P
Duele decirlo pero podríamos decir que hoy el  Madrid  a jugado sin  Cristiano Ronaldo  y el  Barça  sin  Leo Messi .,NEU
"@rubenglez: Pocas cosas me dan mas  asco  que ver ganar al  Real Madrid , el club que abrazó al  fascismo  en España.",N
Sergio Ramos  y su bandera de España buscando un capote... oleee!!,P
@FinalCopaDelRey  seria del  barsa  si no fuera por el hijo de remil puta de  neymar   @neymarjr,NEU
Yo consolaba ahora a  Alves  como Lia me llamo.,N
"Ui  Tata  crec que et queda poquet a can  barça , en una setmana adéu als 3 títols. S'hauran de replantejar moltes coses per la temporada vinent",N
No le deis la copa a  Ramos  por dios!!! Que nos la lia!!,N
"El  barça  tocado tras la eliminacion en  champions , pero ahora esta totalmente hundido.",N
Ostia que pena de  barça .  Defensa  de traca y  Messi  ahi tranquilito pululando.  Tata  por cierto estas exiliado de ese gran nuevo pais jajajaja,N
Yo con ver las  caras de los del  Barça  ya soy feliz :),N
Y  neymar  es mejor que  Bale .? Sí claro quedo demostrado en este  partido  jajajaja  @HalaMadrid  Campeón  @CopaDelRey,P
"@judithlopezjime @CristianAlmx Con que tres uno no? JAJAJAJAJJAJAJAJJA JODEROS, ¡HALA  MADRID !",P
"Bendito palo y bendito golazo el de  Bale ,viva la Semana Santa!! xD",P
Un  Barcelona  muy 2008. Equipo que le cuesta elaborar juego colectivo y transformar la posesión en peligro JPVarsky. Excelente definición.,N
¿Quienes decían que  Bale  era un fiasco? Me acuerdo de @__Matta__ no más,N
Ese golazo de  bale  quedara en la inmortalidad que jerarquía la de este atleta!  @FinalCopaDelRey    @HalaMadrid,P
"@Kenny_Colon7 @Migue7_guzman dejen d quejarse y aceptenlo!  Bale  es un dios,  neymar  una mierda y todo sin  Cristiano",P
"Real Madrid Barcelona ,  en directo : http://t.co/RBASNUfefN vía @LaVanguardia",NEU
Campeones de la  copa del Rey  Hala  Madrid . http://t.co/oKAupgZ4Qs,P
Grande  iker casillas  un ejemplo de deportividad y compañerismo grande  capitan,P
"Me he comido muchas  criticas  y la mejor torta es: LA  COPA  SE QUEDA EN ESPAÑA, HALA  MADRID",N
ahi estan cobrados los 100 millones de dolares jajajaja  @realmadrid    @halamadrid    @garethbale,P
"Por favor,  me alegro mucho  de que haya ganado la  copa del rey  el  Real Madrid  pero por favor,  que no la coja  ramos  en el autobús",P
El  barcelona  ya no es el mismo. que les paso  muchachos ?,N
Vamos joderrr!! CAMPEONES!!! La  Copa de su Majestad el Rey  se queda en España. HALA  MADRID ! #CAMPEONESCOPA  @HastaelfinalVamosReal,P
@marcosguillen_  @neymarjr  como quedó?,NEU
Que penosos son los  catalanes ... ha hecho mas  Cristiano Ronaldo  desde la grada que  Messi  en el campo jajajajajaja,N
Que máquina  carvajal  que me dio su camiseta #Grande,P
"#MVPCopa  Messi , por lo que me han contado.",N
Yo es que  me cago  en el puto  Pinto  de los huevos.,N
"Merecida victoria del  Madrid ,fué superior al  Barcelona . Bale  un bestia,vaya gol.Enhorabuena  madridistas ,y  culés ,a renovarse,no queda otra.",P
"El  @realmadrid  gana la  copa del rey ,  ramos  va hacia ella, a la copa no le gusta eso",P
Messi  ni lo viste!!!!!! Aguante  el real !!!!!,N
"Debo decir que me gusta ver triste al narigon cabrón de  Messi , aguante el  Madrid   @HalaMadrid",N
Alegría máxima ! El  @realmadrid  CAMPEÓN de la  @CopaDelRey  al vencer 1-2 al  @FCBarcelona  Totalmente merecida! Enhorabuena!  @MadridCampeón,P
